vibration_sample,sound_sample,label,severity
"[0.9907988978239187, 1.0327798164855788, 0.996782210598853, 1.0856688041231184, 0.9871606307868198, 0.96770003651208, 0.9506388242742211, 1.0226081772400835, 1.066230427712769, 1.0341672315724273, 0.8558250058688146, 1.0203536151545294, 0.9848783848026792, 1.0295739925063365, 1.0820660791596557, 1.0688362075023532, 1.0437860694487728, 0.958601320899148, 1.0282484022945755, 1.003898252200052, 0.9823788984716184, 0.9688153374409385, 0.9798146253209564, 0.9813527932891524, 1.0190249399176834, 1.0825833853786602, 0.97839556693302, 0.9677234209691573, 0.962228757605003, 0.9950483131739095, 0.97603332429109, 0.9446242148106426, 0.9926140851048514, 1.0796126381546307, 0.9936976176673087, 0.9485216027059054, 0.9774527869214491, 1.0372537695517527, 0.919060276412876, 1.0548660286898188, 0.9944663054233489, 0.9732450393720989, 0.9630983826641206, 1.0543845618660508, 0.9971694595273823, 1.0189153682791567, 1.0406864669421831, 1.0401951205365068, 1.0237769720956176, 1.0792448243121164]","[3.4271908392171975, 4.244108603325005, 4.005947861753475, 3.9676422183275655, 3.4893812725137243, 3.686211318531867, 2.69020499133628, 3.853581324280376, 3.517361330570847, 3.818853070339314, 4.238231680029453, 4.041170407894902, 3.5716111593514737, 3.779992328972355, 4.515893270215194, 4.060663644129245, 3.960359190629149, 3.1892173923461806, 3.7228327850418528, 2.8689719814281798]",TV_Music,Yellow
"[0.9964080734183399, 1.0260533359185524, 0.9215204388599885, 0.9940555847863437, 1.010665006565218, 0.8888928750931046, 1.0628575144570112, 0.9473379963398804, 0.891443645581779, 0.9689435137783483, 0.9290114884322526, 0.9506666138875909, 0.9958667602338288, 0.9834735952206722, 0.961644660060251, 0.9819339955008658, 0.9973266744857363, 0.9303806061051826, 1.0096824905324848, 0.9517139507632802, 1.0104106063095355, 0.9628645317540687, 1.097738316215906, 1.0410333467776607, 1.006743901625597, 1.0136047822998446, 1.000919988467256, 0.9197203415866632, 0.9818722667400878, 1.0204905273928448, 1.06317531624355, 0.9793827492626367, 1.0759622238953332, 0.920932256042608, 0.9294168741632078, 1.1091212259283505, 0.9860076977433109, 1.0395064078375498, 0.9218191408294005, 0.9599330964207073, 0.949729157047869, 1.0219347251899393, 0.973545524211151, 0.9910195135991247, 1.0771548504168527, 1.0177233627937816, 1.0244599273506951, 0.9853428601661336, 1.005100516713107, 1.0166726562949162]","[4.729862212754069, 3.8097589508125584, 5.232382157247294, 3.7746365020226857, 5.440641290128025, 5.2601012943757315, 4.600827693987605, 4.294810161059022, 5.499420490611272, 4.93802720174205, 5.354499206129965, 4.297220067904055, 4.863088100017219, 3.6945018664238405, 4.466465288782796, 4.10013233757295, 5.253097426930299, 4.960632432356749, 4.941888045107847, 4.67356473385684]",TV_Music,Yellow
"[1.0217245678810807, 1.0395175310460656, 1.0549046333050927, 0.9234503886712195, 0.9602580918782115, 1.0256860598724094, 1.0511008901463483, 1.0298702560426165, 1.0292443678311214, 0.9702516134271798, 1.0103455368773584, 1.0359135257634953, 1.1409704199681185, 0.9993400357746427, 1.0391383970977381, 1.0287345246091544, 0.9489550269103368, 0.9654729986180307, 1.0127190536711288, 1.021590922556986, 1.094586577625736, 1.0304147939126487, 0.9923432542273396, 1.022902769823642, 1.0363557737595137, 0.9026534472636492, 1.0253661623193264, 1.023271149762471, 1.0390352046627918, 0.9762669238645381, 1.0004864790388612, 0.9771458355152433, 1.0212729829982246, 1.0510709630770005, 0.9752946663029181, 0.9765301576300128, 1.016807924911066, 1.0548501771044878, 1.0179969504447555, 0.9325552923083195, 0.96754948882453, 1.0374022671971819, 1.0200816279023202, 0.967023491224145, 0.9730284422597368, 1.0838051655887784, 1.0865962913152456, 0.9612032026573427, 1.0474117902694893, 0.9895397537100148]","[4.21479667775885, 3.1267885943885787, 4.943109986514629, 3.7942180485821893, 3.7633361458000607, 3.5331576496865793, 2.9222364757281674, 3.341974721961449, 3.802663477791251, 3.1600791416762455, 3.7301919736639384, 3.0057559572728256, 2.5287731203320947, 3.288218417643417, 3.4360148639460517, 3.713808166060809, 3.212869682327989, 2.3275091850532448, 2.6560642533846615, 3.77921511446565]",TV_Music,Yellow
"[1.0430753179244172, 1.0379966668060139, 0.9904792162863775, 1.040691426013571, 1.0091557724370652, 1.0086666858555497, 1.0785076833296425, 0.9667652747301452, 0.944326028383599, 1.0260691499396892, 0.991014502365483, 0.9726774372656977, 1.0913115481614246, 0.9647087766841268, 0.9404583067834588, 1.085834471872346, 0.8690358960240391, 0.9950122528755886, 0.9502102275628554, 0.9685014692917422, 1.0225864105851117, 1.0069879467226681, 0.943373867677336, 1.005493586961944, 0.9801068538479637, 0.9804842550504993, 1.0946498577688262, 1.015906797083437, 0.9866853957944763, 1.042583211266033, 1.1038482821322388, 0.9721906717343227, 1.127329308382851, 0.9865033195875291, 1.034333473703243, 0.9862771663689754, 0.9279363107282342, 0.9968652785894558, 1.0920999832197422, 0.9323444604170122, 1.0641446765971647, 1.0552482466307211, 1.0176504135953284, 0.9841127575291105, 0.9282866678838723, 1.0131025970359948, 0.9819794139078037, 1.0202064771354595, 1.0424478791687362, 1.0103887278755326]","[4.274523415445714, 4.48549216930769, 3.9331364553577797, 4.120038556510829, 5.110919560309216, 4.464913915064647, 3.7687930646271957, 4.22529012173811, 4.445295256897564, 4.955895808635119, 4.387271310591015, 4.150810907811675, 4.653191305875215, 3.2834948863927766, 3.860434852431861, 4.08917156879226, 3.2791609777993087, 3.551766959327705, 3.2138246761665865, 3.201087352723842]",TV_Music,Yellow
"[0.9777515962044114, 0.9725132133825803, 0.9629072009243869, 0.9315538817797581, 1.060363119540595, 0.9786554189374946, 0.9748663089988939, 1.0258705147885776, 1.0164307331462088, 1.0030029730568184, 0.9706063582677948, 0.9603541221363793, 1.004941210812771, 1.024186306452069, 1.0661325470695713, 1.039981144741247, 0.935802488797409, 0.9595746495129861, 1.005458349531918, 0.953783902302816, 0.9856419919335403, 1.0549752090052607, 0.9722407351393992, 1.0205289674653935, 1.0073642743658697, 0.9957316402606696, 1.0449654877418697, 0.9486730333332567, 0.9194123970435211, 0.9881771024433748, 1.1200743758049507, 0.9749011771884791, 0.9749535808846401, 0.8964997388529591, 1.0139764252026624, 0.9932641317190313, 1.0895202108863196, 1.0235473209330757, 0.9755422674839508, 1.0561185513051943, 1.0027294839197958, 1.0205041957880157, 1.0688741380604885, 0.9262298501158911, 0.9320085768913966, 0.9948984195798255, 1.019031315739071, 1.0159456264488953, 1.0234826337038003, 1.0177157626998212]","[1.6747458040823795, 2.8877265462976576, 2.838356126889895, 2.455027433937705, 2.8591619566096313, 1.4938299016032706, 3.131817449079392, 2.4712798963546425, 1.9330394241104307, 2.922000071998681, 1.7519727762953905, 1.8265166509950366, 2.1524279066693452, 1.4719159651239764, 2.084829928682607, 2.1239328202933776, 1.9062599298569172, 2.74168795060658, 1.3839966987292307, 2.3532829473121524]",TV_Music,Yellow
"[1.032373740506506, 1.0406748519723528, 0.9558166477808714, 1.1007123311143334, 0.9653638842478536, 0.9224471732412113, 0.9745969236556612, 1.0504014927629477, 1.1095062612992586, 0.9438612235376229, 1.064129666844441, 1.0069251846678744, 1.0013549585896842, 1.0156028959248045, 1.0258128149509065, 0.9868561415632557, 1.0292914878898909, 0.9879885874196679, 0.9296891201062374, 0.9435568433632847, 0.9629935011479935, 0.9692215442118511, 0.97468867102053, 0.953759814780982, 0.8916021803552101, 0.9404554620279414, 1.023093916146059, 0.9570664012204819, 0.9622233028195448, 0.8748390826334455, 1.0207813423935959, 0.9193167961739097, 1.0092099125223808, 1.028550996353223, 0.8971423301114644, 1.0200891822260243, 0.9370472657935305, 0.9997245940990485, 0.933224458906097, 0.9979930187968459, 0.99566784964099, 0.9289624735498547, 1.0166543060194144, 0.9942141665956343, 1.107170465696991, 1.0655266835239243, 0.9836907119880626, 0.9887556117934362, 0.9323955541680138, 1.0916179658888636]","[4.594714757292871, 5.190779268085048, 4.362351046005975, 6.084266301756108, 4.006624927024013, 4.9394255822615145, 4.365477170978651, 4.177123900911777, 4.9137319882115476, 4.839400487886992, 3.955808472287676, 4.5771993216320785, 4.273281274655071, 3.951853777165115, 3.798167855695887, 5.253470661125439, 4.952096760991579, 4.395942756409426, 4.848737573057972, 5.416764588770276]",TV_Music,Yellow
"[0.8873392940576788, 1.05601426344527, 1.0260493990929833, 1.0239483260620468, 0.9651737269675948, 1.022556807307609, 0.9455033528437561, 0.9890625901511557, 0.9516129176035619, 1.0055464644386465, 1.0506152476091208, 0.9479959505146492, 0.9695685120064915, 1.050831496395043, 0.9955447452357226, 1.0166973707393034, 0.9776189989770028, 0.9837480256597876, 0.9633632148271238, 1.0058097035035298, 1.0326859496979053, 0.9860910014344029, 1.014920125280247, 1.0510265779553591, 1.064362944260124, 0.9975972309749409, 1.0221513271425253, 1.0057891604579854, 0.9326679104128899, 0.9362037002668077, 0.972868359676521, 0.9870230824962523, 0.9992546247519033, 0.9688136167570637, 1.0520767028799032, 0.9350862885112128, 1.0956325669041354, 0.9571273312658211, 0.9543665478309932, 0.9755901364136144, 0.9612731488603655, 0.9828222617804566, 0.9603493837771142, 0.8586241852593537, 0.9981943907652652, 1.0688011127919341, 1.0141077250940473, 0.947569494046201, 1.0877470758372763, 0.9845441770764023]","[2.3919557325731544, 1.564565310607838, 1.8437915628931223, 2.832448187252415, 1.5900467912165803, 2.4650624889920216, 2.197213807267823, 1.6943569703326813, 2.7338141526181388, 1.6016208573324047, 2.331814747006509, 2.255610261677724, 1.7191749517877073, 1.4863737032875188, 2.200925583606933, 2.8502185488623817, 2.410851378145456, 2.0251424426426996, 1.3420299733039602, 2.4235437192680784]",TV_Music,Yellow
"[1.0538059093576946, 1.0249415613957935, 0.9205088691910415, 1.087561859247844, 0.974567864399423, 0.960552489233858, 1.024593268521922, 0.9551782229584395, 0.9705107083995519, 1.0609011775030917, 0.9882291212905033, 0.9459774842712833, 1.014234642682838, 1.0801295765362497, 1.0453401438945251, 0.9832631550597583, 0.9856138776981106, 1.1588633458030149, 0.9313244069970101, 1.0249125288822203, 0.9305330487720676, 1.0548809022318422, 0.9810318340619694, 1.0446020688902748, 1.0395386405761764, 1.0021804845721616, 1.0082775353126296, 1.0089702762131532, 1.032850616165281, 1.0030273839915824, 0.9796792781079239, 1.0714216830920928, 0.9075528177803869, 0.9730490109507971, 0.9964889857135969, 0.9318985069520904, 1.029963768897791, 1.0373828174900739, 1.0170125348737382, 0.8957694909677703, 0.9912434820744387, 0.9141967714024402, 1.0419255476418048, 1.0227963632381776, 0.8972422358760171, 0.9868059616854188, 0.9759240387124639, 1.029626317204303, 1.0258748444991708, 0.9916568052653953]","[4.773142619440163, 5.2081970758527, 4.698744229915367, 5.820004158049944, 5.157718384328598, 4.080231394988418, 5.435150797196587, 4.605845568259997, 5.661152534342571, 4.505531405221677, 5.08485159485506, 5.250056828912286, 3.9232457961391947, 5.600767891289284, 4.576133060199494, 4.948931031170664, 4.755027290882774, 4.457841930964296, 4.3736493587884215, 4.596924290478129]",TV_Music,Yellow
"[1.0834333359995398, 1.0244090014489695, 1.0883594383100221, 0.9676067834918247, 1.033367381900621, 0.9705352311327625, 0.9530040003804049, 1.0150010936280542, 0.9787381414655113, 0.9180430705601068, 1.0242212415969663, 0.9576645431018876, 0.9808012053836189, 1.0148961871385642, 0.9892630416123199, 0.9977007295893955, 1.033372908760002, 0.9867443677709368, 0.9760595641374915, 0.9580412252458095, 0.9624944954317174, 0.9624818529117715, 1.0772703703277018, 0.9220761596240735, 1.0537021081270872, 1.0135259406562276, 1.0700862043764645, 0.932802070141151, 0.9916762308755274, 1.042501310137486, 1.0623214922728634, 0.9088182734553263, 1.0028325185289562, 1.0482399893494039, 0.9768321595394392, 1.0266950563340131, 1.021773407628909, 1.0462697878137117, 0.9538893761885099, 0.9484274560500039, 1.0035323775868061, 0.9876376474104658, 0.9810040701933928, 0.9646509475850009, 1.0206042010252074, 0.9551666209077037, 0.9443020188867796, 1.0828862750473744, 0.9443142449080485, 1.0575939139053812]","[2.7551510139989945, 1.698933996833325, 1.0369445158715722, 2.1430203310177887, 2.646991953862645, 2.753402393672106, 1.7304617757243923, 1.0158664632039176, 2.6772138911722836, 1.8599157342700408, 2.4210677857897522, 1.1185257416543943, 2.4649374263475616, 2.9604358790399834, 2.316284090947614, 1.7597152729100578, 1.3205852266242877, 2.6267962039766504, 2.570324007598891, 2.1730563559160156]",TV_Music,Yellow
"[0.9884561352427653, 1.038587925319766, 0.9066695051478656, 1.1047231330758096, 1.0519483352772245, 1.0193301232723673, 0.9819426423517215, 0.987871273065086, 0.9121432825420099, 0.93637234734993, 1.0320315377887486, 0.9457934015571672, 1.0462606102564371, 0.8833566588442769, 1.077739772032679, 1.0392390218815415, 1.0514369209059404, 0.946074107430669, 1.018654383691023, 1.0407663198176371, 0.9308745786949519, 0.9261940514289831, 0.9814988408893192, 0.9461433003463872, 1.0693178113547746, 0.9584731960505405, 1.0428741929354113, 1.0481506654856245, 0.9702263503345074, 0.9939907626731677, 1.0675205375375587, 1.030425119172576, 0.9791394257666404, 0.9588607402259076, 1.0181638654243332, 0.9183085204071079, 0.9523893707490257, 1.0532844973883129, 1.047350171622754, 1.0762673512800607, 0.9192251859791234, 0.9481410176253898, 0.9957719991456571, 1.0848625725662076, 0.9761549766434388, 1.0573677509604535, 0.9815967094533112, 1.0049251287338776, 0.998909632407342, 0.9605588103316256]","[4.929710986109403, 5.239900278454142, 4.76135684392195, 4.7687572312434074, 3.7182426967854907, 4.314342989075988, 5.436921383365435, 5.083679658561195, 4.8307747407344, 5.013401677149815, 4.012045791271235, 5.433116887497201, 4.93012181786457, 4.662219895997518, 4.613360768756123, 4.419762736349723, 5.253593179499781, 5.472293203340682, 4.675494974845206, 4.27852616683263]",TV_Music,Yellow
"[0.9062243946384017, 1.0492164324055535, 0.9466940962098307, 0.9768507700582479, 1.0677615653326085, 1.0072135913585556, 0.9615952418732996, 1.0215675267591762, 0.9941100538318381, 0.9626847158751137, 1.0328479245311253, 0.9606185131942573, 0.9753158930586402, 0.9912422558440395, 0.9949751516191006, 1.0748237253640165, 1.0433598701296316, 1.030443538359709, 0.9942343172869029, 1.0702019228412325, 0.9858110985824151, 1.030334250069715, 1.0985228496317356, 1.0755355845361614, 1.003764114293011, 0.9487681448473433, 0.983164699022408, 0.9633591411205772, 0.8947846344500623, 0.9951222002030118, 0.9787173001599269, 1.0027422291482204, 0.9410668130298057, 0.9992115099570632, 1.0641272698321884, 1.0764031456607384, 0.9977831194030375, 0.9970648519951831, 0.9664998368484178, 1.0756739139021247, 0.9723906662909004, 1.0069250054319836, 1.0530366126002417, 0.9597232608920607, 0.9416371399275467, 0.9312380922593352, 0.9986797927423524, 1.0002490337269356, 0.947066169053805, 0.9827654577903917]","[2.903668386181238, 4.039288987158176, 2.4618581913064657, 3.468192107202922, 3.4957783498732065, 2.911759945322488, 3.097221758461263, 3.392439251071744, 3.6258119750473945, 3.47616040584276, 3.29955900014163, 2.7470526754497464, 4.33976017852472, 3.2256676958125237, 2.919249938667917, 3.4041907390224697, 3.9827407431832222, 4.153734630511736, 3.727103551776307, 3.7737765631047995]",TV_Music,Yellow
"[0.9322935818014992, 0.9874677075035153, 1.0081803227978698, 0.9759493396670501, 0.9883396239416071, 1.0453335421145535, 0.9454090743046234, 0.9531564465856188, 1.0111294539014617, 0.9609627661396996, 1.034551509772738, 0.980949131874331, 1.032797547382857, 0.9188448045613372, 1.0264210770989945, 0.9765676225410481, 0.905130513251739, 1.0337897727324423, 1.1002568748551862, 1.0659631733998705, 1.0188582922507285, 0.9490782196709319, 1.0872121045894358, 0.9451913298129145, 0.9760915767483977, 0.9266407737438643, 1.0293635399247771, 0.9978623166110879, 0.9977550615162072, 1.0728251556494437, 0.9801249165941777, 0.888633897078847, 0.9345995758755977, 1.0247962326075697, 1.1062717456005426, 0.9489599893491614, 0.9774592465979467, 0.9749820493111734, 0.9034996349071388, 0.9784289201419581, 0.9441950179088076, 1.025564241083432, 0.9256896049499221, 1.0656572552385843, 0.917144373320359, 0.9837388376629062, 1.021729191611729, 1.0014821321758673, 1.0702048727192215, 0.9561147237979364]","[3.2030256225573486, 4.233980074679801, 4.185210081130796, 3.619929033062363, 3.80992691488597, 4.09550808113168, 4.271797825416179, 3.7657314037483505, 3.372004146973898, 3.257267992794959, 4.345714194358096, 3.4548577165438044, 2.468747041488995, 3.404792901576572, 3.697218121489663, 4.489682604382926, 3.139711785576189, 3.510102040132173, 4.386457948989108, 3.454445870566935]",TV_Music,Yellow
"[1.0673814165753863, 1.0489917005494862, 0.9490565935970965, 1.0265304512695401, 1.0260790452301867, 1.0844830954148545, 1.0335799433086859, 0.9598576485080168, 1.0106797506776546, 1.0556357662929448, 1.0982709823263768, 1.0128438288831396, 0.9734999653753346, 1.0000604366862995, 1.1447073935932603, 1.0274153697741608, 0.9818999644759441, 1.0536278157403758, 1.0186011295145188, 1.0848284116942577, 1.0654386060864487, 1.0586763893625353, 0.9657590720623225, 0.9934383010184059, 0.982214837431482, 1.005459050898774, 1.0104141085755494, 1.0945680903617947, 0.9885315431714643, 1.0269049999589468, 0.982152773855846, 1.0100345019277794, 1.0825183777956138, 1.059985660922407, 1.0076224752605178, 1.0403669107917806, 0.9715758966564962, 0.9817548584139142, 0.9910062903738054, 1.0182711510072064, 0.9042801028930042, 1.0516242212510913, 0.9795336484051224, 1.0646205271804858, 1.0287029526524936, 0.9663528326425144, 1.009374189839765, 1.008856478979425, 0.9702268151599627, 0.9074141585927897]","[4.08972274782417, 5.456291478530891, 5.576267107351284, 4.062407383350074, 4.952931296982909, 5.159110630162517, 5.107269444975123, 5.468439907357201, 4.907816842760384, 4.453952335762363, 5.167048476830386, 6.005628544071115, 4.995374910309494, 4.546119201630155, 4.451690229360044, 6.200781451893587, 4.981684631066354, 5.527597138545865, 5.266956028609769, 4.683345304827884]",TV_Music,Yellow
"[1.0824919300716522, 0.9617805224654777, 0.9523637306840876, 1.0508266340166659, 0.973095880893506, 0.9351530656621195, 0.944594402540837, 0.9913177906586159, 0.9185273970909694, 1.0650560663183644, 1.0147844087104514, 1.0895114410382511, 0.9579369656744213, 0.986140016672561, 0.9214000948337709, 0.9969955251231205, 0.9064936810087579, 0.9119921407851109, 1.0226439245926542, 0.9660635415571189, 0.9564330727146126, 1.030142930825, 1.0268214162482256, 0.9599783131508275, 1.06513040189308, 0.9516003019596323, 1.0018667058025674, 0.9474802425960389, 1.0589603365182174, 0.9582380616835032, 1.0509845452473991, 1.091565602259111, 1.0706194397463558, 1.023884235344645, 0.9985359682860556, 1.0802906792545568, 1.0106900093830697, 1.0191653667334166, 1.0066076921082592, 1.0102757109086955, 1.0275364372726605, 1.0051831383133734, 1.0539638356251277, 0.9936157347373136, 1.0277582040092639, 1.0726546981469527, 0.9761520028042934, 0.9858952228884899, 1.0513230670200202, 0.8942607674566859]","[3.913758437199317, 3.0805256739443756, 4.584412089092531, 3.678748088412294, 4.895396622523067, 3.5632810511892905, 3.2542794322032416, 3.6451363242512094, 4.4526874322924055, 3.803528076728679, 3.9691759869116785, 4.140713210863271, 4.451081957215428, 3.2907182933869903, 3.3790049469812513, 3.6872686783722446, 3.158460251906012, 3.475121149829011, 3.313954945055797, 3.100999311065005]",TV_Music,Yellow
"[1.043620169594221, 0.9987394264857299, 0.9997929180005839, 1.027532616470036, 1.0251748010646373, 0.9301061842318662, 0.9031696839837643, 1.0363087633154031, 0.9999491325371548, 0.9862897399471446, 1.0506880275070483, 0.9824672774154277, 1.012107832446112, 0.9753430320384756, 0.9635736333233822, 1.0936471708541216, 0.9886942817810102, 0.9985234639169001, 1.0204813533472223, 0.9506154514304266, 1.023168703730133, 1.033785866881505, 1.03918625543199, 0.9757610994535262, 1.0309698197026957, 1.0544216465032104, 0.9574585628302889, 0.9522195385001576, 1.0560294951010605, 0.9684934957200623, 0.9701203310898222, 1.0370949826950044, 0.9926833326614702, 0.8943389203457949, 1.0314060191257668, 0.9717548892078733, 1.0724757184762412, 1.0440485226365075, 1.0655451184068512, 0.9358077643061411, 0.9256431084176544, 0.9057698084348208, 0.9466728194456016, 0.9612765372453647, 0.9245493419884133, 0.9993481012458615, 0.9671854141614982, 0.988436394560355, 1.0335355705000069, 0.9107477865565907]","[3.9624551306335754, 4.079165000197179, 3.171768553526125, 3.41072775044195, 2.884181741002778, 3.2007874626260353, 3.2094139695515302, 3.1578902506580815, 3.1965683107084266, 3.357954887215298, 3.5778669244970467, 3.896847890461677, 3.801562978999141, 3.56474638396505, 2.37813057937291, 3.2004692937588843, 2.7784931127474253, 3.2809549503526965, 3.8441684188058756, 3.6081775608162747]",TV_Music,Yellow
"[0.9969286673396266, 1.0110623916122181, 1.195181551066538, 1.010069913017438, 1.0307814549139933, 0.9646953267500677, 1.0225354492099634, 1.015922371364264, 1.044662853001777, 1.0020411448627211, 0.9869855880706458, 1.049610247658408, 1.0127518602581245, 1.0378831737305443, 0.9955614394974358, 1.0184353770444212, 1.0468843155549126, 1.027098959472649, 0.9386324898760788, 1.0656597840391122, 1.0442292234132209, 0.9637434475072768, 1.0328875360281373, 0.9426851064728934, 0.9600529125671633, 1.0313209309869513, 1.007145620466233, 0.9118229682876394, 1.0366776461903773, 1.038040716519017, 1.0429661667875967, 0.9971158266160973, 1.0831671834475716, 0.9689665109339153, 1.0473320212605775, 1.0022921682857973, 1.0797064385674917, 0.9777194114945843, 0.9942902448788061, 1.0170504532216538, 1.0365235102098131, 1.045521124165082, 0.8825958896418805, 1.039078939245711, 1.0188351239950042, 1.0008108302165246, 1.0054695586171565, 0.9132290322094001, 0.9524775578917672, 1.106913931013434]","[2.782732429272348, 1.4521604633704044, 1.912360881439331, 1.9717053687160595, 2.439177821560681, 2.646958155872132, 2.0938002504621425, 2.658867002271036, 2.3276070139995375, 1.763344488933476, 2.808277231831072, 2.204382904570074, 2.4850804429781292, 2.1659935658488223, 2.3909946994349496, 2.4079568016537953, 2.695828432110564, 0.8706003930684545, 2.0944589951949237, 1.8950296829060476]",TV_Music,Yellow
"[0.9180666838867958, 1.1016639482629444, 0.9955266068471068, 0.9811999277275993, 0.9232274214887812, 1.0381139319079011, 0.9737783408990962, 0.9801425285989632, 0.9105667691725263, 0.8784761383368178, 1.072035210785058, 0.9853396017720929, 0.9766326823619853, 1.0745888475527898, 0.9581570238199967, 1.0365309556819902, 0.9209418324800671, 0.9973975161835236, 1.0943932124959668, 1.0264790850501935, 0.9705402665533991, 1.0010327512189645, 0.949721460723944, 1.0492894772758603, 0.9788686792194266, 0.989541544441417, 1.0803750690880325, 0.9752577955464625, 0.9612435172644648, 1.0572498290150876, 1.039231178677676, 0.9751662359196398, 0.9904820336738668, 1.0006375387520061, 0.9360736710406502, 0.9246602674451903, 0.9586687553400072, 1.000496547267726, 0.9824843251362835, 1.0613254382430088, 0.9496932147994541, 0.9675936427206945, 1.0337844249093657, 0.9485163639533806, 1.0163832011340344, 1.0130129373256411, 0.9819918348124698, 0.9899101077005256, 0.9666482286734316, 1.0470273489638204]","[2.556847826588285, 2.2963448999831804, 1.668230355080612, 1.768457636268007, 3.637325147884364, 2.3742179684210574, 2.175148166002937, 1.9551831906588901, 2.425101200447804, 2.0469837866081906, 2.909071948300978, 2.868207629275682, 3.0918048412608945, 0.8372894141326255, 2.4660859173313963, 2.463117692898466, 2.9833371366438013, 2.6380777310406844, 2.1041484894280713, 2.8927127671979718]",TV_Music,Yellow
"[1.0012101866177938, 1.0365605461266303, 1.0580237295468164, 0.9562253353283936, 1.0127779333231326, 1.0383106087660605, 1.0339202124719076, 1.03772013281699, 0.908582327021273, 0.9743417509621155, 1.0295256132732882, 1.0493487856218195, 1.0051228414004896, 0.9886895091797603, 0.9279099121942843, 0.9893054306615284, 1.0219663545658073, 1.067528800976353, 0.9465337634381417, 1.0774491112487246, 0.9705237079080992, 1.094342498078833, 1.0158333624610059, 0.9525157947471683, 0.9922231165045723, 1.0757040091322367, 0.9748364461140864, 1.0063569835419983, 0.9763517627405037, 0.9654546740661022, 0.9876656045401581, 0.890283837773104, 1.0390261508933014, 0.9648624387815516, 1.0182414245711262, 1.002956839121725, 0.9868223804331686, 0.9701235741982428, 1.048209853640178, 1.025803703525281, 1.027365961279562, 0.9651782358872985, 0.9664468041846086, 0.9616958997364372, 1.106803016517574, 1.0671842457653815, 1.0430873100514182, 1.0128310627186772, 0.9937278492161744, 1.0536311353484653]","[2.3830513851308663, 2.582734090736746, 3.1364609993537695, 3.175454305098203, 2.141112583795775, 2.1237066481538336, 2.7444469177020374, 3.177894903526251, 2.3308800430143584, 2.3295661492322344, 1.6678071358890239, 2.5648313576899286, 2.7208925729647424, 2.2167554032219225, 3.368034778755619, 2.0749631743068795, 3.0686115596942853, 2.474017511380172, 2.9087618382864218, 2.994176230185074]",TV_Music,Yellow
"[0.9995116008358985, 0.9223710038969513, 0.9827881256840771, 1.0246833616805353, 0.9663996849576194, 1.048307258081742, 0.9219434440580668, 1.0020499186676353, 0.9753949518035261, 0.9222117842269666, 1.056362227743623, 1.0151231423443108, 1.015536533575582, 1.0650503442134318, 1.0360664471226542, 0.9261533104935642, 0.9974297308363911, 0.9754817085448424, 0.9843973149481189, 0.9428953225077, 1.0334590960057797, 0.9680158805643705, 0.999693911318965, 1.0581462901236272, 0.9779636759629297, 1.0200044298434396, 1.0224000834765352, 0.9845123147063481, 1.0820098342127058, 1.106832640405009, 1.0121842589625842, 1.0271065263154469, 1.0060508577002292, 1.0107233347996172, 0.9683848999242279, 0.9988758001894138, 0.9288243838454268, 0.9492433711936847, 1.008775233825728, 1.0169419260363892, 1.0284002152102842, 0.9863492777684759, 0.9803482884026403, 1.077962514754617, 0.9697824933372066, 0.9267537244653423, 0.9615996101060664, 1.0033783874114142, 1.017823606715698, 1.0308910182664113]","[4.958000546757425, 4.726914372683932, 4.952313595188626, 4.777234323918956, 4.919706112220269, 5.645735447824734, 4.107035119716903, 4.734988987758783, 4.555961605811006, 4.957490595667204, 5.526100428576102, 5.0334077122802805, 4.4378826255791886, 4.865592093524164, 4.76155501940675, 4.86951653234752, 5.026843532432036, 4.329697780854973, 5.036041043161216, 4.906193973904128]",TV_Music,Yellow
"[0.9646158854899037, 1.0840229707615738, 0.893290837320171, 0.9749245446253805, 1.0110135086825478, 1.0183318027667108, 0.972421156974993, 1.0000716235095126, 0.9746001482025862, 0.9974278836290269, 1.0210391330163158, 0.9845441374597, 0.9946225483695903, 1.1072233930916349, 0.9459494329640996, 0.9904216967838615, 0.9276692890988592, 0.9772717487825743, 1.1285724576535614, 0.9916869884759435, 1.0430692352369473, 1.0879753054082586, 1.033583623249542, 1.0326773412147248, 0.991335538062787, 0.9059186849078484, 0.9942274376509046, 0.9558038499405862, 1.0665134116725137, 1.0101785279812985, 1.061724501733091, 1.0002467381220033, 0.9748146360536497, 0.9560834091833991, 0.9739294130353167, 1.0532046901782306, 1.0628312733363612, 1.003028414072568, 0.9880312209408121, 1.0467439055733454, 1.0237462341856587, 1.058029676982399, 0.974737242697097, 0.8845790217063614, 0.9376527356501443, 1.012402730883297, 1.0126208721746743, 0.9983604432454097, 1.0791976741023952, 0.9622884297445591]","[3.6817777462119183, 3.627111207343565, 3.755080726204848, 3.5818927039006816, 3.615039610451457, 3.404107882779456, 3.6000320983081915, 3.9189129360913397, 3.736776174520057, 3.677264704515831, 3.6538950663782073, 3.6476970937346818, 4.113915147719207, 3.788006275871506, 4.082346884559423, 3.646736566708867, 3.3485012241615904, 3.675165454449618, 3.8135345723309797, 4.49232956630091]",TV_Music,Yellow
